CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutoryReasonForStop,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatuteReason,StatutatoryCitation,Road Type,ReasonForStop,ResonForStop,ReasonforStop,Year
12/23/13 13:50,62341.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014543.0,Incident ID,2013-10-01,,W,N,F,28.0,False,False,ANSONIA,howard avenue,  ,  ,E,G,1.0,0,14-96b,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-01 20:57:00-04:00,20:57,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62328.0,CT0000200,Ansonia,Racial Profile,100000046.0,1300014505.0,Incident ID,2013-10-01,,W,N,M,46.0,True,True,ANSONIA,clifton ave,  ,  ,V,B,1.0,0,01,Other,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-01 07:41:00-04:00,07:41,r1,,,,Other,,,2013
12/23/13 13:50,62337.0,CT0000200,Ansonia,Racial Profile,100000193.0,1300014530.0,Incident ID,2013-10-01,,W,N,F,28.0,True,False,ANSONIA,e main,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-01 16:20:00-04:00,16:20,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62346.0,CT0000200,Ansonia,Racial Profile,100000083.0,1300014560.0,Incident ID,2013-10-02,,W,H,M,28.0,False,False,ANSONIA,MAPLE ST,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 06:15:00-04:00,06:15,r1,,,,Speed Related,,,2013
12/23/13 13:50,62355.0,CT0000200,Ansonia,Racial Profile,100000199.0,1300014589.0,Incident ID,2013-10-02,,W,H,M,43.0,True,False,ANSONIA,Olson Drive/Bridge Street,  ,  ,E,G,1.0,0,14-96e,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 17:23:00-04:00,17:23,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62351.0,CT0000200,Ansonia,Racial Profile,100000046.0,1300014577.0,Incident ID,2013-10-02,,W,N,M,27.0,True,True,ANSONIA,fr salemi dr,  ,  ,V,G,1.0,0,01,Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 12:48:00-04:00,12:48,r1,,,,Other,,,2013
12/23/13 13:50,62356.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014591.0,Incident ID,2013-10-02,,W,N,F,65.0,True,False,ANSONIA,MAIN STREET,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 17:42:00-04:00,17:42,r1,,,,Speed Related,,,2013
12/23/13 13:50,62358.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014595.0,Incident ID,2013-10-02,,W,N,M,55.0,True,False,ANSONIA,"00000  GREAT HILL RD (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-02 18:16:00-04:00,18:16,r1,,,,Speed Related,,,2013
12/23/13 13:50,62360.0,CT0000200,Ansonia,Racial Profile,100000199.0,1300014614.0,Incident ID,2013-10-02,,W,N,F,20.0,True,False,ANSONIA,Main / Bishop Williams,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,W,,,,,False,1.0,CT0000200,,2013-10-02 22:23:00-04:00,22:23,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62348.0,CT0000200,Ansonia,Racial Profile,100000046.0,1300014565.0,Incident ID,2013-10-02,,B,H,M,22.0,True,True,ANSONIA,"00000  BEAVER ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-02 09:46:00-04:00,09:46,r1,,,,Speed Related,,,2013
12/23/13 13:50,62353.0,CT0000200,Ansonia,Racial Profile,100000055.0,1300014583.0,Incident ID,2013-10-02,,W,N,M,68.0,True,False,ANSONIA,MAPLE / OLSON ,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 14:30:00-04:00,14:30,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62352.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300014582.0,Incident ID,2013-10-02,,W,H,F,25.0,True,False,ANSONIA,"00000  DIVISION ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-02 14:08:00-04:00,14:08,r1,,,,Registration,,,2013
12/23/13 13:50,62347.0,CT0000200,Ansonia,Racial Profile,100000046.0,1300014561.0,Incident ID,2013-10-02,,W,N,M,31.0,True,True,ANSONIA,"00000  JEWETT ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,01,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-02 07:46:00-04:00,07:46,r1,,,,Speed Related,,,2013
12/23/13 13:50,62357.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014593.0,Incident ID,2013-10-02,,I,M,M,54.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-02 17:57:00-04:00,17:57,r1,,,,Speed Related,,,2013
12/23/13 13:50,62359.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014607.0,Incident ID,2013-10-02,,W,N,F,33.0,True,False,ANSONIA,Pershing Dr.,  ,  ,E,G,1.0,0,14-96a(a),Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-02 20:23:00-04:00,20:23,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62371.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300014650.0,Incident ID,2013-10-03,,W,N,F,28.0,True,True,ANSONIA,MAIN ST,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-03 15:46:00-04:00,15:46,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62379.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014672.0,Incident ID,2013-10-03,,W,N,M,20.0,True,True,ANSONIA,Main St.,  ,  ,E,G,1.0,0,14-18(a),Display of Plates,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 21:34:00-04:00,21:34,r1,,,,Display of Plates,,,2013
12/23/13 13:50,62374.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300014653.0,Incident ID,2013-10-03,,W,N,M,57.0,True,False,ANSONIA,00 HIGH,  ,  ,I,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 16:56:00-04:00,16:56,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62375.0,CT0000200,Ansonia,Racial Profile,100000102.0,1300014660.0,Incident ID,2013-10-03,,W,N,M,22.0,True,False,ANSONIA,00 DIVISION ST,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 18:11:00-04:00,18:11,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62378.0,CT0000200,Ansonia,Racial Profile,100000199.0,1300014666.0,Incident ID,2013-10-03,,B,N,F,27.0,True,True,ANSONIA,"00000  FINNEY ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-03 20:36:00-04:00,20:36,r1,,,,Speed Related,,,2013
12/23/13 13:50,62366.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300014634.0,Incident ID,2013-10-03,,W,N,M,57.0,True,True,ANSONIA,"00000  PULASKI HWY (ANSONIA, T002)",  ,  ,V,B,3.0,1,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-03 09:34:00-04:00,09:34,r1,,,,Registration,,,2013
12/23/13 13:50,62361.0,CT0000200,Ansonia,Racial Profile,100000083.0,1300014617.0,Incident ID,2013-10-03,,B,N,M,39.0,True,False,ANSONIA,main st,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 00:39:00-04:00,00:39,r1,,,,Speed Related,,,2013
12/23/13 13:50,62363.0,CT0000200,Ansonia,Racial Profile,100000083.0,1300014620.0,Incident ID,2013-10-03,,W,H,M,24.0,True,False,ANSONIA,main st,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 01:06:00-04:00,01:06,r1,,,,Speed Related,,,2013
12/23/13 13:50,62376.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014662.0,Incident ID,2013-10-03,,W,N,M,57.0,True,False,ANSONIA,00 COLUMBIA,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 18:45:00-04:00,18:45,r1,,,,Speed Related,,,2013
12/23/13 13:50,62362.0,CT0000200,Ansonia,Racial Profile,100000048.0,1300014618.0,Incident ID,2013-10-03,,W,N,F,21.0,True,False,ANSONIA,PERSHING DR,  ,  ,V,B,1.0,0,14-96A,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 00:43:00-04:00,00:43,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62364.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300014621.0,Incident ID,2013-10-03,,W,M,M,55.0,True,True,ANSONIA,ford st,  ,  ,V,G,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 05:57:00-04:00,05:57,r1,,,,Speed Related,,,2013
12/23/13 13:50,62382.0,CT0000200,Ansonia,Racial Profile,100000097.0,1300014675.0,Incident ID,2013-10-03,,B,N,M,32.0,True,False,ANSONIA,olson drive,  ,  ,E,G,1.0,0,14-96c,Defective Lights,14-96c,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 22:00:00-04:00,22:00,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62372.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014651.0,Incident ID,2013-10-03,,B,N,F,43.0,True,True,ANSONIA,Olson Dr,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 16:33:00-04:00,16:33,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62370.0,CT0000200,Ansonia,Racial Profile,100000046.0,1300014646.0,Incident ID,2013-10-03,,W,N,M,56.0,True,True,ANSONIA,CLIFTON AV,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 13:56:00-04:00,13:56,r1,,,,Speed Related,,,2013
12/23/13 13:50,62381.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014674.0,Incident ID,2013-10-03,,W,H,M,26.0,True,True,ANSONIA,"00000  BEAVER ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-03 21:56:00-04:00,21:56,r1,,,,Speed Related,,,2013
12/23/13 13:50,62373.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014652.0,Incident ID,2013-10-03,,W,N,F,31.0,True,False,ANSONIA,WAKELEE,  ,  ,V,B,1.0,0,14-12a,Registration,,False,N,False,True,N,,,,,False,1.0,CT0000200,,2013-10-03 16:54:00-04:00,16:54,r1,,,,Registration,,,2013
12/23/13 13:50,62365.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300014629.0,Incident ID,2013-10-03,,W,N,M,64.0,True,True,ANSONIA,MAIN STREET,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-03 09:06:00-04:00,09:06,r1,,,,Speed Related,,,2013
12/23/13 13:50,62377.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014665.0,Incident ID,2013-10-03,,W,N,M,51.0,True,False,ANSONIA,WAKELEE,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-03 20:10:00-04:00,20:10,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62403.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014722.0,Incident ID,2013-10-04,,W,N,M,35.0,True,True,ANSONIA,east main st,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 19:32:00-04:00,19:32,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62404.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300014725.0,Incident ID,2013-10-04,,W,H,M,33.0,True,True,ANSONIA,Fourth St/Winter St,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 20:50:00-04:00,20:50,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62388.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300014688.0,Incident ID,2013-10-04,,W,N,M,18.0,True,True,ANSONIA,Olson Dr,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 06:44:00-04:00,06:44,r1,,,,Speed Related,,,2013
12/23/13 13:50,62399.0,CT0000200,Ansonia,Racial Profile,100000025.0,1300014701.0,Incident ID,2013-10-04,,W,N,M,43.0,True,True,ANSONIA,Caroline Street,  ,  ,E,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,N,,,,,False,1.0,CT0000200,,2013-10-04 12:48:00-04:00,12:48,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62386.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300014686.0,Incident ID,2013-10-04,,B,N,M,48.0,True,True,ANSONIA,Olson Dr. ,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 06:27:00-04:00,06:27,r1,,,,Speed Related,,,2013
12/23/13 13:50,62383.0,CT0000200,Ansonia,Racial Profile,100000083.0,1300014683.0,Incident ID,2013-10-04,,W,N,M,51.0,True,True,ANSONIA,"  MAPLE ST/OLSON DR (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-04 00:18:00-04:00,00:18,r1,,,,Speed Related,,,2013
12/23/13 13:50,62393.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300014695.0,Incident ID,2013-10-04,,W,H,F,39.0,True,True,ANSONIA,Clifton Avenue,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 09:01:00-04:00,09:01,r1,,,,Speed Related,,,2013
12/23/13 13:50,62387.0,CT0000200,Ansonia,Racial Profile,100000048.0,1300014687.0,Incident ID,2013-10-04,,W,N,M,37.0,True,True,ANSONIA,PERSHING DR,  ,  ,V,B,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 06:40:00-04:00,06:40,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62390.0,CT0000200,Ansonia,Racial Profile,100000029.0,1300014691.0,Incident ID,2013-10-04,,W,N,M,38.0,True,False,ANSONIA,11 columbia street,  ,  ,I,G,1.0,0,53A-110a,Other,53A-110a,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-04 08:14:00-04:00,08:14,r1,,,,Other,,,2013
12/23/13 13:50,62402.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014715.0,Incident ID,2013-10-04,,W,N,M,35.0,True,True,ANSONIA,00 N MAIN ST,  ,  ,V,B,1.0,0,14-12a,Registration,,False,N,False,False,N,,,,,False,1.0,CT0000200,,2013-10-04 18:03:00-04:00,18:03,r1,,,,Registration,,,2013
12/23/13 13:50,62392.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300014693.0,Incident ID,2013-10-04,,W,N,F,53.0,True,False,ANSONIA,Clifton Avenue,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 08:47:00-04:00,08:47,r1,,,,Speed Related,,,2013
12/23/13 13:50,62384.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300014684.0,Incident ID,2013-10-04,,W,N,M,26.0,True,False,ANSONIA,franklin st,  ,  ,V,G,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-04 00:31:00-04:00,00:31,r1,,,,Speed Related,,,2013
12/23/13 13:50,62406.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300014753.0,Incident ID,2013-10-05,,W,N,F,52.0,True,False,Ansonia,OLSON DRIVE,  ,  ,V,G,1.0,0,14-100a(c)(1),Seatbelt,14-100A(C)(1),False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-05 12:30:00-04:00,12:30,r1,,,,Seatbelt,,,2013
12/23/13 13:50,62405.0,CT0000200,Ansonia,Racial Profile,100000038.0,1300014752.0,Incident ID,2013-10-05,,W,N,M,23.0,True,False,ANSONIA,E. MAIN @ 4 CORNERS,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-05 11:09:00-04:00,11:09,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62415.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014813.0,Incident ID,2013-10-06,,W,N,M,25.0,True,True,ANSONIA,Maple Street,  ,  ,E,G,1.0,0,14-96e,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-06 22:29:00-04:00,22:29,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62412.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014802.0,Incident ID,2013-10-06,,W,N,M,34.0,True,True,ANSONIA,waklee ave,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-06 16:53:00-04:00,16:53,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62414.0,CT0000200,Ansonia,Racial Profile,100000129.0,1300014811.0,Incident ID,2013-10-06,,W,N,F,49.0,True,False,ANSONIA,MAIN STREET,  ,  ,V,G,1.0,0,14-96B,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-06 21:09:00-04:00,21:09,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62411.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014798.0,Incident ID,2013-10-06,,W,N,M,51.0,True,False,ANSONIA,main street,  ,  ,V,G,1.0,0,14-18(f),Display of Plates,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-06 16:08:00-04:00,16:08,r1,,,,Display of Plates,,,2013
12/23/13 13:50,62408.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300014783.0,Incident ID,2013-10-06,,B,N,M,25.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-06 00:49:00-04:00,00:49,r1,,,,Speed Related,,,2013
12/23/13 13:50,62410.0,CT0000200,Ansonia,Racial Profile,100000054.0,1300014791.0,Incident ID,2013-10-06,,W,N,M,20.0,True,True,ANSONIA,division st,  ,  ,V,G,1.0,0,14-96aa,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-06 06:20:00-04:00,06:20,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62409.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300014790.0,Incident ID,2013-10-06,,W,N,M,58.0,True,False,ANSONIA,main st,  ,  ,V,B,1.0,0,14-218*,Speed Related,14-218a,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-06 05:48:00-04:00,05:48,r1,,,,Speed Related,,,2013
12/23/13 13:50,62407.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300014781.0,Incident ID,2013-10-06,,W,N,M,18.0,True,False,ANSONIA,main st,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-06 00:30:00-04:00,00:30,r1,,,,Speed Related,,,2013
12/23/13 13:50,62413.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014801.0,Incident ID,2013-10-06,,W,N,M,34.0,True,True,ANSONIA,wakelee ave,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-06 16:52:00-04:00,16:52,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62420.0,CT0000200,Ansonia,Racial Profile,100000186.0,1300014849.0,Incident ID,2013-10-07,,W,M,M,41.0,True,True,ANSONIA,east main street,  ,  ,V,B,2.0,0,14-12,Registration,,False,N,False,False,N,,,,,False,1.0,CT0000200,,2013-10-07 18:35:00-04:00,18:35,r1,,,,Registration,,,2013
12/23/13 13:50,62426.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300014861.0,Incident ID,2013-10-07,,W,N,F,23.0,True,False,ANSONIA,Pershing Dr.,  ,  ,E,G,1.0,0,14-96a(a),Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-07 21:52:00-04:00,21:52,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62416.0,CT0000200,Ansonia,Racial Profile,100000055.0,1300014831.0,Incident ID,2013-10-07,,W,N,F,21.0,True,False,ANSONIA,"  FORD ST/SOBIN DR (ANSONIA, T002)",  ,  ,V,G,1.0,0,14-301,Stop Sign,01,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-07 12:56:00-04:00,12:56,r1,,,,Stop Sign,,,2013
